mibig_id	nucl_acc	loc	from_gbk	from_genefinding	new_annot	re_annot
BGC0000505	AB600897.1	1-480	2	0	0	0
BGC0000506	HQ871873.1	1-14098	11	0	0	0
BGC0000507	Y14023.1	1-7358	7	0	0	0
BGC0000508	X62386.1	1-8700	8	0	0	0
BGC0000509	JQ979180.1	1-15487	11	0	0	11
BGC0000510	U20348.1	1-1110	3	0	0	0
BGC0000511	AF233755.1	1-14150	16	0	0	0
BGC0000513	AM420293.1	4704394-4710596	4	0	0	0
BGC0000514	DQ367437.1	1-12705	11	0	0	0
BGC0000515	CP000557.1	298823-311453	10	0	0	3
BGC0000516	ABVH01000020.1	8707-19626	8	0	7	0
BGC0000517	BA000004.3	476922-486037	5	0	0	5
BGC0000518	GG657757.1	8170944-8185829	7	0	1	7
BGC0000519	FN178622.1	1-6400	5	0	0	0
BGC0000520	AF167432.1	1-1069	4	0	0	0
BGC0000521	U91581.1	1-12132	10	0	0	0
BGC0000522	AB740019.1	1-8350	10	0	0	0
BGC0000523	Z54312.2	1-15996	19	0	0	0
BGC0000525	GU949560.1	1-3837	3	0	0	0
BGC0000526	DQ835394.1	1-15171	14	0	0	14
BGC0000527	AJ250862.2	1-12324	10	0	0	0
BGC0000528	AM711867.1	2216380-2224562	7	0	0	0
BGC0000529	HM536998.1	1656-23062	20	0	0	20
BGC0000530	AHSM01000014.1	36531-46648	9	0	0	0
BGC0000531	AF238860.1	1-9746	8	0	0	0
BGC0000532	U40620.1	1-3480	2	0	0	0
BGC0000533	AF154675.1	1-10050	8	0	0	0
BGC0000534	EF060238.1	1-6359	7	0	0	0
BGC0000535	HM219853.1	1-15016	11	0	0	11
BGC0000536	AB362350.1	1-13530	11	0	0	0
BGC0000537	DQ146939.1	1-15653	11	0	0	0
BGC0000538	Z18947.1	1-7610	6	0	0	0
BGC0000539	AB121757.3	1-11740	11	0	0	0
BGC0000540	JQ728481.1	1-11692	11	0	0	0
BGC0000541	JX679672.1	1-9113	7	0	0	0
BGC0000542	KF111343.1	1-9130	7	0	0	0
BGC0000543	Z49865.1	1-7872	6	0	0	0
BGC0000544	HF570921.1	14700-30280	15	0	0	15
BGC0000545	AJ276653.2	1-12802	14	0	0	0
BGC0000546	NZ_DS999645.1	4112717-4120692	5	0	0	0
BGC0000547	GQ857551.1	1-22620	11	0	0	0
BGC0000548	AY005472.1	1-10610	8	0	0	0
BGC0000549	JN564797.1	22603-37915	13	0	0	0
BGC0000550	JN831266.1	1-2398	5	0	0	0
BGC0000551	AL645882.2	7419664-7426391	4	0	0	4
BGC0000552	AB179778.1	1-11776	7	0	0	0
BGC0000553	NZ_DS999644.1	5221350-5228789	7	0	3	3
BGC0000554	NZ_DS999644.1	4445108-4451653	4	0	0	0
BGC0000555	AP003088.1	24101-35850	10	0	0	0
BGC0000556	AB030831.1	1-12040	10	0	0	0
BGC0000557	AF026542.1	1-11650	10	0	0	0
BGC0000558	AF014938.1	1-5203	3	0	0	0
BGC0000559	U09819.1	1-14616	13	0	0	0
BGC0000560	JX912247.1	1-11100	6	0	0	6
BGC0000561	AB434921.1	1-16519	20	0	0	0
BGC0000562	X93303.1	1-278	1	0	0	0
BGC0000563	HQ328852.1	1-5339	4	0	0	4
BGC0000564	AM412317.1	576447-585080	9	0	0	5
BGC0000565	AB205012.1	1-20194	16	0	0	0
BGC0000566	AE004092.2	598677-606966	9	0	0	9
BGC0000567	L06719.1	1-7142	7	0	0	0
BGC0000568	FM877811.1	1-5145	7	0	0	0
BGC0000569	FN668567.1	1-9892	12	0	12	0
BGC0000570	CP002395.1	2413270-2416796	4	0	0	0
BGC0000571	FR687359.1	1189563-1194136	4	0	0	0
BGC0000572	CP004117.1	1016145-1020660	4	0	0	0
BGC0000573	CP000928.1	106717-115769	8	0	0	0
BGC0000574	CP002008.1	2807463-2813599	7	0	0	0
BGC0000575	AB593691.1	1-5596	5	0	0	0
BGC0000576	AP012320.1	720921-728876	5	0	0	0
BGC0000577	AP010805.1	68575-77087	7	0	0	0
BGC0000578	NZ_DS999644.1	4289783-4294787	6	0	4	0
BGC0000579	NZ_CM000951.1	7626723-7632847	9	0	7	0
BGC0000580	AEQX01000392.1	18047-20900	4	0	0	0
BGC0000581	AF061787.1	1-4803	4	0	0	0
BGC0000582	HQ148718.1	1-12148	9	0	0	9
BGC0000583	NC_010572.1	7570210-7576934	7	0	0	0
BGC0000584	AJ223631.1	8923-12606	5	0	0	0
BGC0000585	X57583.1	1-6458	7	0	0	0
BGC0000586	AF063590.3	1-13741	16	0	0	0
BGC0000587	AJ009631.3	1-16823	15	0	0	0
BGC0000588	AY237108.2	1-12519	11	0	0	0
BGC0000589	AJ586887.1	37233-45653	11	0	0	0
BGC0000590	FJ895580.1	1-5263	5	0	0	0
BGC0000591	AB011418.1	1-5640	7	0	0	0
BGC0000592	AM943877.1	1-9997	5	0	0	0
BGC0000593	AM943878.1	1-6678	3	0	0	0
BGC0000594	EU438895.1	1-6812	8	0	0	0
BGC0000595	NC_003888.3	2616326-2638096	14	0	6	0
BGC0000596	NZ_GG657756.1	5668767-5690544	16	0	6	0
BGC0000597	NZ_GG753626.1	1489807-1500652	6	0	5	0
BGC0000598	JX456532.1	5500-20549	12	0	1	11
BGC0000599	HQ446454.1	1-6014	7	0	0	0
BGC0000600	FJ977580.1	1-8141	10	0	0	0
BGC0000601	AL009126.3	213941-220032	7	0	0	7
BGC0000602	AJ430547.1	1-7358	8	0	0	0
BGC0000603	FJ472825.1	1-26596	21	0	0	0
BGC0000604	FJ461359.1	1-22848	18	0	0	0
BGC0000605	JN052143.1	7234-24412	13	0	0	0
BGC0000606	AB820694.1	1-14244	9	0	0	0
BGC0000607	KM613043.1	1-24009	24	0	0	0
BGC0000608	HM236314.1	1-4495	4	0	0	0
BGC0000609	GU564398.1	1-45560	44	0	0	0
BGC0000610	FJ438820.1	1-34713	26	0	0	0
BGC0000611	FJ436355.1	1-38587	27	0	0	0
BGC0000612	AE016877.1	4977401-4998568	21	0	0	0
BGC0000613	FJ461360.1	1-15586	12	0	0	12
BGC0000614	FJ652572.1	1-29379	21	0	0	0
BGC0000615	HM467197.1	1-35080	24	0	0	24
BGC0000616	CP000560.1	3044506-3048678	6	0	6	0
BGC0000617	AF300457.1	1-6455	5	0	0	0
BGC0000618	CP003583.1	2312434-2313194	3	0	0	0
BGC0000619	AB710328.1	1-6935	9	0	0	0
BGC0000620	AB712393.1	1-16653	12	0	0	0
BGC0000621	M18346.1	1-403	1	0	0	0
BGC0000622	EU014074.1	1-5494	8	0	0	0
BGC0000623	AY007251.1	1-2795	3	0	0	0
BGC0000624	EF592482.1	1-7759	12	0	0	0
BGC0000625	AB819757.1	1-30576	19	0	0	0
BGC0000626	KJ504104.1	1-7622	6	0	0	0
BGC0000627	EQ963480.1	1600261-1628555	19	0	0	0
BGC0000628	ACGO02000004.1	9724-23523	14	0	0	0
BGC0000629	AY559849.2	1-42978	17	0	0	0
BGC0000630	AY957386.1	1-6227	6	0	0	0
BGC0000631	CP009816.1	2216500-2246000	7	0	7	0
BGC0000632	AB264550.1	1-13761	11	0	0	0
BGC0000633	AB070934.1	1-14304	11	0	0	0
BGC0000634	AB181388.1	1-11991	12	0	0	0
BGC0000635	AB206672.1	1-10074	8	0	0	0
BGC0000636	AF139916.1	1-14398	14	0	0	0
BGC0000637	AF159510.1	1-9233	8	0	0	0
BGC0000638	D90087.2	1-6918	6	0	0	0
BGC0000639	DQ090833.1	1-6999	6	0	0	0
BGC0000640	DQ090834.1	1-8814	6	0	0	0
BGC0000641	DQ090835.1	1-8675	6	0	0	0
BGC0000642	DQ090836.1	1-9127	7	0	0	0
BGC0000643	DQ309446.1	1-10197	10	0	0	0
BGC0000644	DQ369754.1	1-6312	6	0	0	0
BGC0000645	FJ040212.1	1-7475	6	0	0	0
BGC0000646	FJ151553.1	1-6380	6	0	0	6
BGC0000647	S71770.1	1-3084	2	0	0	0
BGC0000648	Z21955.2	1-11979	11	0	0	0
BGC0000649	AF272737.1	1-10878	8	0	0	0
BGC0000650	DQ286432.1	1-7750	7	0	0	0
BGC0000651	AB307968.1	1-35427	27	0	0	0
BGC0000652	EF397639.1	1-36405	26	0	0	0
BGC0000653	HQ292065.1	1-21694	17	0	0	0
BGC0000654	DQ230532.1	1-49461	35	0	0	9
BGC0000655	FJ436355.1	1-38587	27	0	0	0
BGC0000656	AF408848.1	1-3801	3	0	0	0
BGC0000657	HQ830028.1	1-5951	4	0	2	0
BGC0000658	AP009493.1	1490671-1492896	2	0	0	0
BGC0000659	AM420293.1	4075163-4077099	2	0	0	0
BGC0000660	AL645882.2	5681016-5683483	2	0	0	0
BGC0000661	CP001037.1	3414766-3420177	3	0	0	3
BGC0000662	AP009493.1	4957169-4972074	13	0	0	0
BGC0000663	AL645882.2	7516017-7529773	13	0	0	0
BGC0000664	AP009493.1	8206573-8214963	7	0	0	0
BGC0000665	HE815466.1	1-21259	15	0	0	2
BGC0000666	JQ812811.1	1-29371	22	0	0	5
BGC0000667	HG792016.1	3342234-3350182	4	0	0	0
BGC0000668	KF811479.1	1-36570	30	0	0	30
BGC0000669	NC_003076.8	17023646-17058245	3	0	0	3
BGC0000670	NC_003076.8	19428888-19461689	5	0	0	0
BGC0000671	AP008210.2	5310457-5479082	7	0	0	0
BGC0000672	AP008208.2	22520469-22764099	11	0	0	0
BGC0000673	BN001307.1	1224169-1233265	3	0	0	0
BGC0000674	DS570637.1	74962-79952	4	0	0	0
BGC0000675	DS570654.1	64994-69969	5	0	0	0
BGC0000676	AB114137.1	1-15629	6	0	0	6
BGC0000677	AB448947.1	1-5068	4	0	0	4
BGC0000678	BA000030.3	3745497-3758933	13	0	0	0
BGC0000679	KK037233.1	255998-303913	40	0	0	0
BGC0000680	BN001305.1	293945-314538	6	0	0	0
BGC0000682	CH476609.1	364196-391519	10	0	0	0
BGC0000683	BA000030.3	86073-87080	1	0	0	0
BGC0000684	BN001301.1	1533932-1555677	7	0	0	0
BGC0000685	ACIW01000469.1	1-28921	0	9	1	0
BGC0000686	CM000172.1	3892066-3908342	9	0	0	0
BGC0000687	AB254158.1	1-25841	0	7	0	0
BGC0000688	AB254160.1	1-13785	0	7	1	0
BGC0000689	AJ575934.3	1-32666	26	0	0	0
BGC0000690	AJ006985.1	1-25459	22	0	0	0
BGC0000691	Y18523.4	1-41323	28	0	0	0
BGC0000692	AJ875019.1	1-39979	31	0	0	0
BGC0000693	AB097196.1	1-29033	26	0	0	0
BGC0000694	AJ781030.2	1-19248	16	0	0	0
BGC0000695	AJ628421.2	1-47238	43	0	0	0
BGC0000696	AJ628149.4	1-84222	65	0	0	0
BGC0000697	AY524043.1	1-38146	28	0	0	0
BGC0000698	DQ314862.1	1-39151	29	0	0	0
BGC0000699	AJ628642.1	1-34921	33	0	0	0
BGC0000700	AJ845083.2	1-67904	67	0	0	0
BGC0000701	DQ160226.1	1-6021	3	0	0	0
BGC0000702	AB164642.1	1-25467	24	0	0	0
BGC0000703	AB254080.1	1-205447	185	0	0	0
BGC0000704	AJ582817.3	1-47050	40	0	0	0
BGC0000705	AJ628422.2	1-41576	36	0	0	0
BGC0000706	AB254081.1	1-15046	13	0	0	0
BGC0000707	AB005901.1	1-7581	9	0	0	0
BGC0000708	AJ748832.1	1-40579	30	0	0	0
BGC0000709	AJ629247.1	1-50466	38	0	0	0
BGC0000710	AJ786317.1	1-42149	35	0	0	0
BGC0000711	AJ843080.1	1-30837	21	0	0	0
BGC0000712	AJ628955.2	1-48169	40	0	0	0
BGC0000713	AJ748131.1	1-31892	26	0	0	0
BGC0000714	FJ160413.1	1-46979	37	0	0	0
BGC0000715	EU255259.1	1-18359	17	0	0	0
BGC0000716	U70376.2	1-29606	22	0	0	0
BGC0000717	AJ862840.1	1-90600	83	0	0	0
BGC0000718	Y08763.1	1-8433	8	0	0	0
BGC0000719	AB103327.1	1-12866	9	0	0	0
BGC0000720	AJ579650.1	1-13802	10	0	0	0
BGC0000721	AJ810851.1	1-43220	37	0	0	0
BGC0000722	DQ164098.1	1-45164	27	0	0	0
BGC0000723	DQ223652.1	1-37256	22	0	0	0
BGC0000724	AP009493.1	6919728-6951001	27	0	0	0
BGC0000725	AY163384.1	1-5316	5	0	0	0
BGC0000726	AY279078.1	1-4613	4	0	0	0
BGC0000727	FJ479754.1	1-29395	29	0	0	0
BGC0000728	AB289645.1	1-19217	16	0	0	0
BGC0000729	AB289646.1	1-19233	16	0	0	0
BGC0000730	AB289647.1	1-22151	15	0	0	0
BGC0000731	AB289648.1	1-20019	15	0	0	0
BGC0000732	AB289649.1	1-20915	17	0	0	0
BGC0000733	AB289650.1	1-20914	17	0	0	0
BGC0000734	AF067175.2	1-16727	10	0	0	0
BGC0000735	AF169324.1	1-20418	15	0	0	0
BGC0000736	AF170495.1	1-15214	12	0	0	0
BGC0000737	AF302465.1	1-7569	6	0	0	0
BGC0000738	AF302466.1	1-11745	11	0	0	0
BGC0000739	AF302467.1	1-8838	6	0	0	0
BGC0000740	AF332893.1	1-4888	7	0	0	0
BGC0000741	AF332896.1	1-4768	7	0	0	0
BGC0000742	AF332901.1	1-2815	5	0	0	0
BGC0000743	AF332902.1	1-2815	5	0	0	0
BGC0000744	AF363055.1	1-4768	7	0	0	0
BGC0000745	AF363056.1	1-4768	7	0	0	0
BGC0000746	AF363057.1	1-4888	7	0	0	0
BGC0000747	AF363058.1	1-4888	7	0	0	0
BGC0000748	AF363059.1	1-4888	7	0	0	0
BGC0000749	AF503612.1	1-5120	3	0	0	0
BGC0000750	AY357726.1	1-8125	5	0	0	0
BGC0000751	AY496881.1	1-6810	4	0	0	0
BGC0000752	AY534316.1	1-7893	6	0	0	0
BGC0000753	AY534317.1	1-7401	5	0	0	0
BGC0000754	FJ965540.1	1-9476	6	0	0	0
BGC0000755	FJ965541.1	1-9470	6	0	0	0
BGC0000756	FJ965542.1	1-8858	6	0	0	0
BGC0000757	FJ965543.1	1-8139	5	0	0	0
BGC0000758	U10927.2	1-46392	61	0	0	0
BGC0000759	EU026118.1	1-29473	24	0	0	0
BGC0000760	AJ243431.1	1-26953	22	0	0	0
BGC0000761	AB062506.2	1-28120	24	0	0	0
BGC0000762	AF028810.2	1-20766	21	0	0	0
BGC0000763	AF077292.2	1-18450	14	0	0	0
BGC0000764	AY741550.2	1-16963	17	0	0	0
BGC0000765	EF138833.1	1-22198	15	0	0	0
BGC0000766	EF138834.1	1-36511	29	0	0	0
BGC0000767	EF138835.1	1-24625	23	0	0	0
BGC0000768	AY217008.1	1-31500	26	0	0	0
BGC0000769	AY130970.1	1-27516	26	0	0	0
BGC0000770	AY297047.1	1-12576	0	15	0	0
BGC0000771	AY644679.1	1-6047	6	0	0	0
BGC0000772	AF047478.1	1-13835	12	0	0	0
BGC0000773	AF125322.1	1-15943	16	0	0	0
BGC0000774	AF204145.1	1-37753	35	0	3	20
BGC0000775	AJ007311.1	1-32661	30	0	0	0
BGC0000776	AJ426044.2	1-11821	11	0	0	0
BGC0000777	AJ426045.2	1-11312	9	0	0	0
BGC0000778	EU296246.1	1-10545	7	0	0	0
BGC0000779	EU296247.1	1-5699	5	0	0	0
BGC0000780	AB353134.1	1-63330	61	0	0	0
BGC0000781	AF035937.1	1-16736	14	0	0	0
BGC0000782	AF064070.1	1-23183	21	0	0	0
BGC0000783	AF337647.3	1-13187	11	0	0	0
BGC0000784	AF498400.1	1-17453	18	0	0	0
BGC0000785	AY028370.1	1-19916	20	0	0	0
BGC0000786	AY057452.2	1-12215	10	0	0	0
BGC0000787	AY493508.1	1-13663	13	0	0	0
BGC0000788	AY730594.1	1-21532	19	0	0	0
BGC0000789	DQ220292.1	1-18772	9	0	0	0
BGC0000790	EF027106.1	1-11950	12	0	0	0
BGC0000791	EU076545.1	1-12875	13	0	0	0
BGC0000792	AF071085.1	1-18817	17	0	0	0
BGC0000793	AF511116.1	1-11783	10	0	0	0
BGC0000794	AF328862.2	1-19983	15	0	0	0
BGC0000795	AY442352.1	1-30344	24	0	0	0
BGC0000796	HM011508.1	1-27294	21	0	0	0
BGC0000797	U51197.1	1-28804	23	0	0	0
BGC0000798	CM000760.1	1058885-1163330	5	0	0	0
BGC0000799	U38473.1	1-23911	21	0	0	0
BGC0000800	U22511.1	1-16075	13	0	0	0
BGC0000801	Z79692.1	1-31638	25	0	0	0
BGC0000802	AJ225561.1	1-10600	9	0	0	0
BGC0000803	FJ428614.1	1-19797	16	0	0	0
BGC0000804	AHGS01000039.1	14922-55264	27	0	0	0
BGC0000805	DQ988993.1	898-5623	3	0	18	2
BGC0000806	KJ125437.1	1-70887	55	0	0	0
BGC0000807	CP001778.1	6008598-6044686	31	0	0	0
BGC0000808	CP000869.1	2031936-2046706	11	0	10	11
BGC0000809	DQ297453.1	1-42000	28	0	0	0
BGC0000810	CM000780.3	3003162-3267368	16	0	0	0
BGC0000811	AAHF01000001.1	2907012-2929163	11	0	0	0
BGC0000812	KF915812.1	1-26001	13	0	0	0
BGC0000813	DQ399653.1	1-20300	14	0	0	0
BGC0000814	FJ031030.1	1-44760	35	0	0	0
BGC0000815	AY723749.1	1-25344	9	0	0	0
BGC0000816	JQ708193.1	1-20179	7	0	0	7
BGC0000817	KF551863.1	5678-12491	4	0	0	4
BGC0000818	JQ708194.1	1-43815	18	0	0	0
BGC0000819	JQ708195.1	1-47884	15	0	0	0
BGC0000820	KF201694.1	1-8547	8	0	0	0
BGC0000821	AB090952.1	1-26144	16	0	0	0
BGC0000822	AJ414559.1	1-25681	18	0	0	0
BGC0000823	AB071405.1	1-17512	11	0	0	0
BGC0000824	CP001037.1	1514904-1544157	20	0	0	20
BGC0000825	AB088119.1	1-22999	15	0	0	0
BGC0000826	CM000914.1	1200116-1226201	17	0	0	0
BGC0000827	CP000850.1	2672473-2696772	17	0	0	0
BGC0000828	AB032799.1	1-9077	4	0	0	0
BGC0000829	AF172851.1	1-10094	5	0	0	4
BGC0000830	AF367409.1	1-8319	4	0	0	4
BGC0000831	GQ266676.1	1-7315	5	0	0	0
BGC0000832	AF329398.1	9348-42291	28	0	0	28
BGC0000833	AF235050.4	2307-40140	32	0	0	32
BGC0000834	AF170880.4	4859-28076	20	0	0	20
BGC0000835	AF321122.1	1-9858	8	0	0	0
BGC0000836	AE014075.1	1143727-1158748	19	0	0	0
BGC0000837	CP000020.2	928348-946886	20	0	0	0
BGC0000838	CP000685.1	1218315-1253377	36	0	0	0
BGC0000839	CP001699.1	2259497-2285133	25	0	0	2
BGC0000840	AY010120.2	1-20310	14	0	0	0
BGC0000841	CM000914.1	1152119-1163141	6	0	0	6
BGC0000842	KF042303.1	1-43761	29	0	0	0
BGC0000843	CM000913.1	3437628-3461293	16	0	0	16
BGC0000844	AY258009.2	1-13901	10	0	0	0
BGC0000845	DS570624.1	177438-210968	24	0	0	22
BGC0000846	DQ187985.1	1-22972	0	22	0	0
BGC0000847	AJ421798.1	1-32329	30	0	0	0
BGC0000848	AP009493.1	8273444-8274388	1	0	0	0
BGC0000849	AL645882.2	6890528-6892237	2	0	1	2
BGC0000850	FJ821515.1	1-2474	3	0	0	0
BGC0000851	AY129235.1	1-4523	6	0	0	0
BGC0000852	AF316874.1	1-3537	3	0	0	0
BGC0000853	AY524544.1	1-3366	4	0	0	0
BGC0000854	DQ016501.2	1-6907	6	0	0	0
BGC0000855	DQ238213.1	1-3558	4	0	0	0
BGC0000856	EU315062.1	1-4347	4	0	0	0
BGC0000857	EU315063.1	1-4871	5	0	0	0
BGC0000858	EU523734.1	1-4253	4	0	0	0
BGC0000859	EU523735.1	1-3305	4	0	0	0
BGC0000860	GU249592.1	1-5134	5	0	0	0
BGC0000861	EU719604.1	1-20498	6	0	0	0
BGC0000862	U73935.1	1-37895	9	0	0	0
BGC0000863	DQ469875.1	1-17116	4	0	0	0
BGC0000864	AB025342.2	1-41587	22	0	0	0
BGC0000865	AF409100.1	1-33099	19	0	0	0
BGC0000866	AF153086.1	1-5500	4	0	0	0
BGC0000867	AF307334.1	1-6420	7	0	0	0
BGC0000868	AF015609.1	1-9300	8	0	0	0
BGC0000869	KC489223.1	1-17945	7	0	0	0
BGC0000870	AL123456.3	736298-740187	4	0	0	0
BGC0000871	CP000113.1	1789113-1797919	5	0	0	2
BGC0000872	AB530986.1	1-35385	29	0	0	0
BGC0000873	X84374.3	1-33676	32	0	0	0
BGC0000874	AY196214.1	1-36677	28	0	0	0
BGC0000875	FJ490409.1	1-28072	23	0	1	23
BGC0000876	AJ250581.1	1-9389	8	0	0	0
BGC0000877	EU158805.1	1-46066	39	0	0	0
BGC0000878	X92429.1	1-9120	8	0	0	0
BGC0000879	EU573979.1	1-14617	12	0	0	0
BGC0000880	HQ172897.1	8616-20609	14	0	0	14
BGC0000881	JX576291.1	1-10499	10	0	0	0
BGC0000882	JN999998.1	6125-25938	17	0	0	0
BGC0000883	KC181124.1	1-30884	29	0	0	0
BGC0000884	FJ788104.1	1-3005	3	0	0	0
BGC0000885	AB530136.1	1-16706	14	0	0	0
BGC0000886	GU067679.1	1-15080	10	0	0	0
BGC0000887	DQ787201.1	1-30991	23	0	1	23
BGC0000888	GQ889493.1	1-4342	5	0	0	0
BGC0000889	AB689797.1	1-19769	18	0	0	0
BGC0000890	KF540211.1	1-11090	10	0	0	10
BGC0000891	AUSV01000133.1	32483-43745	10	0	0	10
BGC0000892	CP002599.1	2260844-2274030	12	0	3	0
BGC0000893	FR845719.1	1039846-1061851	17	0	0	17
BGC0000894	EU309474.1	1-44000	7	0	0	0
BGC0000895	X99978.2	1-11180	11	0	0	0
BGC0000896	AB516431.1	1-20745	22	0	0	0
BGC0000897	GU199252.1	1-20143	17	0	0	0
BGC0000898	AF079762.1	1-12441	9	0	0	0
BGC0000899	AF521878.1	1-17665	13	0	0	0
BGC0000900	BD306272.1	1-9052	0	2	1	0
BGC0000901	DJ389528.1	1-23114	0	3	0	0
BGC0000902	AM420293.1	1363588-1367490	4	0	0	0
BGC0000903	AM055586.1	1-12003	12	0	0	0
BGC0000904	DQ267750.1	1-15076	11	0	0	0
BGC0000905	EU052681.1	1-16361	17	0	0	0
BGC0000906	EU068732.1	1-17398	16	0	0	0
BGC0000907	EU124663.1	1-38217	33	0	0	0
BGC0000908	AB070938.1	1-6497	7	0	0	0
BGC0000909	AB070939.1	1-6625	5	0	0	0
BGC0000910	AL645882.2	2943456-2944875	2	0	0	0
BGC0000911	AP009493.1	607506-608793	2	0	0	0
BGC0000912	AP009493.1	2884832-2886096	2	0	0	0
BGC0000913	EU606203.1	1-11029	12	0	0	0
BGC0000914	AL589148.1	231676-251017	21	0	0	0
BGC0000915	AF127374.2	1-63728	55	0	0	0
BGC0000916	AF109295.1	1-13903	17	0	0	0
BGC0000917	AF128444.1	1-2477	4	0	0	0
BGC0000918	AB070935.1	1-4994	4	0	0	0
BGC0000919	U27310.1	1-7088	6	0	0	0
BGC0000920	DQ486135.1	1-2640	2	0	0	0
BGC0000921	GU211010.1	4335-20085	15	0	0	15
BGC0000922	AE004091.2	1073960-1087095	11	0	0	0
BGC0000923	AF002222.1	1-6397	5	0	0	0
BGC0000924	EU188755.1	1-5698	4	0	0	0
BGC0000925	AY271621.1	1-18788	15	0	0	0
BGC0000926	FJ935779.1	1-35265	31	0	0	0
BGC0000927	HE971709.1	8001567-8004593	4	0	0	0
BGC0000928	DQ787200.1	1-37606	34	0	0	0
BGC0000929	EF587764.1	1-7690	6	0	0	0
BGC0000930	AF336365.2	1-30159	9	0	0	0
BGC0000931	AF336366.2	1-27022	6	0	0	0
BGC0000932	CP002977.1	88772-108389	19	0	0	0
BGC0000933	KF313919.1	1-5189	5	0	0	0
BGC0000934	KJ207079.1	1-25554	23	0	0	0
BGC0000935	JF417969.1	1-29897	25	0	0	25
BGC0000936	AF005404.2	1-6720	7	0	0	0
BGC0000937	KF386865.1	1-33657	28	0	0	0
BGC0000938	EU924263.1	1-31799	29	0	0	29
BGC0000939	AB199785.1	1-16366	9	0	0	0
BGC0000940	AL645882.2	3033355-3040682	6	0	2	4
BGC0000941	AP009493.1	5578822-5584948	5	0	0	0
BGC0000942	AE016879.1	1864729-1871818	6	0	0	0
BGC0000943	CP000253.1	76521-93234	16	0	0	0
BGC0000944	CP000253.1	2257889-2263981	4	0	0	4
BGC0000945	NC_002505.1	826197-838159	11	0	0	0
BGC0000946	AB082123.1	1-7734	5	0	0	0
BGC0000947	DQ201184.2	1-16122	11	0	0	0
BGC0000948	CR626927.1	2860810-2863272	2	0	0	0
BGC0000949	AB476988.1	1-65257	37	0	0	0
BGC0000950	HQ287563.1	1-35298	29	0	0	29
BGC0000951	HM855229.1	1-30311	22	0	0	0
BGC0000952	FR681999.1	1-66339	39	0	6	7
BGC0000953	HM748814.1	1-37337	24	0	0	5
BGC0000954	AM946600.1	1-83663	13	0	0	12
BGC0000955	FR831800.1	1-33020	6	0	0	6
BGC0000956	AY192157.1	1-28485	21	0	0	0
BGC0000957	KF813023.1	1-40389	26	0	0	0
BGC0000958	NZ_FR873698.1	81953-106578	15	0	16	0
BGC0000959	BN001305.1	383588-417319	9	0	0	2
BGC0000960	EU240558.1	1-63538	47	0	0	0
BGC0000961	CP000085.1	1445675-1482269	21	0	0	0
BGC0000962	AF516145.1	1-40156	12	0	0	0
BGC0000963	AF210249.1	1-77457	32	0	0	23
BGC0000964	CP000086.1	2655707-2694284	13	0	0	13
BGC0000965	AY048670.1	1-85163	66	0	0	55
BGC0000966	JF419316.2	1-44640	25	0	0	0
BGC0000967	AB933566.1	1-148229	25	0	0	25
BGC0000968	AM779763.1	1-25930	7	0	0	1
BGC0000969	AM179409.1	1-49145	13	0	0	6
BGC0000970	AM988861.1	1-51243	18	0	1	12
BGC0000971	FR687018.1	1-29932	22	0	0	14
BGC0000972	AM229678.1	1-55140	23	0	0	23
BGC0000973	HE575208.1	1-46672	27	0	0	6
BGC0000974	FN547928.1	1-61438	21	0	0	0
BGC0000975	EF159954.1	1-57306	8	0	0	8
BGC0000976	HQ696500.1	1-65189	15	0	0	15
BGC0000977	AB506492.1	1-34298	7	0	0	0
BGC0000978	EU140798.1	1-42156	14	0	0	0
BGC0000979	GQ385959.1	1-6921	3	0	0	0
BGC0000980	GQ385960.1	1-6921	3	0	0	0
BGC0000981	GQ385961.1	1-57112	25	0	0	0
BGC0000982	AY834753.1	1-63876	17	0	0	0
BGC0000983	DS027057.1	334675-379692	13	0	0	13
BGC0000984	CP000884.1	5211544-5252500	7	0	0	0
BGC0000985	CP003239.1	674941-729697	11	0	0	11
BGC0000986	BN001209.1	1-51005	17	0	0	0
BGC0000988	AF210843.1	1-68750	22	0	0	0
BGC0000989	EU414841.1	1-56019	7	0	0	0
BGC0000990	GU063811.1	1-72852	24	0	0	0
BGC0000991	AF217189.1	1-58733	10	0	0	0
BGC0000992	AY700570.3	1-60504	16	0	0	0
BGC0000993	EF210776.1	1-40434	21	0	0	0
BGC0000994	AF235504.1	1-77534	22	0	0	0
BGC0000995	HM047288.1	11932-92515	20	0	0	0
BGC0000996	GG657742.1	4892742-4909316	7	0	0	2
BGC0000997	AM412319.1	1-36000	19	0	0	0
BGC0000998	JX545234.1	1-51101	26	0	0	0
BGC0000999	EF028635.2	1-20280	8	0	0	0
BGC0001000	AY974560.1	1-41964	8	0	0	8
BGC0001001	AY522504.1	1-69900	26	0	0	26
BGC0001002	AB920328.1	1-25111	13	0	0	0
BGC0001003	DQ176871.1	1-66871	22	0	0	7
BGC0001004	KC013978.1	2344-100910	36	0	0	4
BGC0001005	KF866134.1	1-46783	14	0	0	0
BGC0001006	CP000667.1	3494094-3519138	12	0	16	0
BGC0001007	CP000850.1	3781645-3805331	13	0	17	0
BGC0001008	AY271660.2	1-85411	53	0	0	6
BGC0001009	AJ557546.1	1-51855	19	0	0	0
