'Tyrosine' is not one of ['Homoproline', 'Hydroxyasparagine', '2,3-Dehydro-2-aminobutyric acid', '2,3-Diaminopropionic acid', '2,3-Dihydroxybenzoic acid', 'N-Methyl-isoleucine', 'Beta-alanine', 'N-Methyl-phenylalanine', 'N-Methyl-valine', 'Phenylalaninol', 'Citrulline', 'Pipecolic acid', '2-Aminobutyricacid', 'N5-Hydroxyornithine', 'N-Methyl-phenylglycine', '2-Hydroxyisovalerate', 'Homoserine', 'Phenylglycine', '2-Amino-adipic-acid', '3,5-Dihydroxy-phenylglycine', '4-Hydroxyproline', 'N-Acetyl-hydroxyornithine', 'N-Methyl-hydroxyphenylglycine', 'Isovaline', 'Putrescine', 'Ornithine', 'Other', 'Hydroxy-cycloornithine', 'Kynurenine', 'Allo-threonine', '2-Aminoisobutyricacid', 'Hydroxyaspartic acid', 'N6-Formyl-hydroxyornithine', 'N-Methyl-leucine', 'N-Methyl-Glycine', '2-Hydroxy-3-methyl-pentanoic acid', '4-Hydroxyphenylglycine', 'Salicylic acid', 'Homotyrosine', '2,4-Diaminobutyric acid', 'N-Methyl-alanine', 'Beta-hydroxytyrosine']	2
'Type I' is not one of ['Iterative type I', 'Trans-AT type I', 'Enediyne type I', 'PUFA synthase or related', 'Modular type I', 'Type II', 'Type III', 'Other']	226
'Threonine' is not one of ['Homoproline', 'Hydroxyasparagine', '2,3-Dehydro-2-aminobutyric acid', '2,3-Diaminopropionic acid', '2,3-Dihydroxybenzoic acid', 'N-Methyl-isoleucine', 'Beta-alanine', 'N-Methyl-phenylalanine', 'N-Methyl-valine', 'Phenylalaninol', 'Citrulline', 'Pipecolic acid', '2-Aminobutyricacid', 'N5-Hydroxyornithine', 'N-Methyl-phenylglycine', '2-Hydroxyisovalerate', 'Homoserine', 'Phenylglycine', '2-Amino-adipic-acid', '3,5-Dihydroxy-phenylglycine', '4-Hydroxyproline', 'N-Acetyl-hydroxyornithine', 'N-Methyl-hydroxyphenylglycine', 'Isovaline', 'Putrescine', 'Ornithine', 'Other', 'Hydroxy-cycloornithine', 'Kynurenine', 'Allo-threonine', '2-Aminoisobutyricacid', 'Hydroxyaspartic acid', 'N6-Formyl-hydroxyornithine', 'N-Methyl-leucine', 'N-Methyl-Glycine', '2-Hydroxy-3-methyl-pentanoic acid', '4-Hydroxyphenylglycine', 'Salicylic acid', 'Homotyrosine', '2,4-Diaminobutyric acid', 'N-Methyl-alanine', 'Beta-hydroxytyrosine']	1
'TR' is not one of ['Ketoreductase', 'Dehydratase', 'Enoylreductase', 'CoA-ligase', 'Thiolation (ACP/PCP)', 'Acyltransferase', 'Ketosynthase']	1
'TE/CLC' is not one of ['Ketoreductase', 'Dehydratase', 'Enoylreductase', 'CoA-ligase', 'Thiolation (ACP/PCP)', 'Acyltransferase', 'Ketosynthase']	1
'TE' is not one of ['Ketoreductase', 'Dehydratase', 'Enoylreductase', 'CoA-ligase', 'Thiolation (ACP/PCP)', 'Acyltransferase', 'Ketosynthase']	27
'T' is not one of ['Ketoreductase', 'Dehydratase', 'Enoylreductase', 'CoA-ligase', 'Thiolation (ACP/PCP)', 'Acyltransferase', 'Ketosynthase']	86
'Serine' is not one of ['Homoproline', 'Hydroxyasparagine', '2,3-Dehydro-2-aminobutyric acid', '2,3-Diaminopropionic acid', '2,3-Dihydroxybenzoic acid', 'N-Methyl-isoleucine', 'Beta-alanine', 'N-Methyl-phenylalanine', 'N-Methyl-valine', 'Phenylalaninol', 'Citrulline', 'Pipecolic acid', '2-Aminobutyricacid', 'N5-Hydroxyornithine', 'N-Methyl-phenylglycine', '2-Hydroxyisovalerate', 'Homoserine', 'Phenylglycine', '2-Amino-adipic-acid', '3,5-Dihydroxy-phenylglycine', '4-Hydroxyproline', 'N-Acetyl-hydroxyornithine', 'N-Methyl-hydroxyphenylglycine', 'Isovaline', 'Putrescine', 'Ornithine', 'Other', 'Hydroxy-cycloornithine', 'Kynurenine', 'Allo-threonine', '2-Aminoisobutyricacid', 'Hydroxyaspartic acid', 'N6-Formyl-hydroxyornithine', 'N-Methyl-leucine', 'N-Methyl-Glycine', '2-Hydroxy-3-methyl-pentanoic acid', '4-Hydroxyphenylglycine', 'Salicylic acid', 'Homotyrosine', '2,4-Diaminobutyric acid', 'N-Methyl-alanine', 'Beta-hydroxytyrosine']	1
'Sequence based prediction' is not one of ['Heterologous expression', 'Knock-out', 'Activity assay', 'Other', 'Other in vivo study', 'Sequence-based prediction']	1
'Scaffold Biosynthesis' is not one of ['Resistance/immunity', 'Tailoring', 'Regulation', 'Unknown', 'Transport', 'Other enzymatic', 'Scaffold biosynthesis', 'Other', 'Precursor biosynthesis', 'Activation / processing']	3
'Sarcosine' is not one of ['Homoproline', 'Hydroxyasparagine', '2,3-Dehydro-2-aminobutyric acid', '2,3-Diaminopropionic acid', '2,3-Dihydroxybenzoic acid', 'N-Methyl-isoleucine', 'Beta-alanine', 'N-Methyl-phenylalanine', 'N-Methyl-valine', 'Phenylalaninol', 'Citrulline', 'Pipecolic acid', '2-Aminobutyricacid', 'N5-Hydroxyornithine', 'N-Methyl-phenylglycine', '2-Hydroxyisovalerate', 'Homoserine', 'Phenylglycine', '2-Amino-adipic-acid', '3,5-Dihydroxy-phenylglycine', '4-Hydroxyproline', 'N-Acetyl-hydroxyornithine', 'N-Methyl-hydroxyphenylglycine', 'Isovaline', 'Putrescine', 'Ornithine', 'Other', 'Hydroxy-cycloornithine', 'Kynurenine', 'Allo-threonine', '2-Aminoisobutyricacid', 'Hydroxyaspartic acid', 'N6-Formyl-hydroxyornithine', 'N-Methyl-leucine', 'N-Methyl-Glycine', '2-Hydroxy-3-methyl-pentanoic acid', '4-Hydroxyphenylglycine', 'Salicylic acid', 'Homotyrosine', '2,4-Diaminobutyric acid', 'N-Methyl-alanine', 'Beta-hydroxytyrosine']	1
'ST' is not one of ['Ketoreductase', 'Dehydratase', 'Enoylreductase', 'CoA-ligase', 'Thiolation (ACP/PCP)', 'Acyltransferase', 'Ketosynthase']	5
'SAT' is not one of ['Ketoreductase', 'Dehydratase', 'Enoylreductase', 'CoA-ligase', 'Thiolation (ACP/PCP)', 'Acyltransferase', 'Ketosynthase']	4
'Resistance/immunity' is not one of ['Heterologous expression', 'Knock-out', 'Activity assay', 'Other', 'Other in vivo study', 'Sequence-based prediction']	1
'Pyruvate' is not one of ['Homoproline', 'Hydroxyasparagine', '2,3-Dehydro-2-aminobutyric acid', '2,3-Diaminopropionic acid', '2,3-Dihydroxybenzoic acid', 'N-Methyl-isoleucine', 'Beta-alanine', 'N-Methyl-phenylalanine', 'N-Methyl-valine', 'Phenylalaninol', 'Citrulline', 'Pipecolic acid', '2-Aminobutyricacid', 'N5-Hydroxyornithine', 'N-Methyl-phenylglycine', '2-Hydroxyisovalerate', 'Homoserine', 'Phenylglycine', '2-Amino-adipic-acid', '3,5-Dihydroxy-phenylglycine', '4-Hydroxyproline', 'N-Acetyl-hydroxyornithine', 'N-Methyl-hydroxyphenylglycine', 'Isovaline', 'Putrescine', 'Ornithine', 'Other', 'Hydroxy-cycloornithine', 'Kynurenine', 'Allo-threonine', '2-Aminoisobutyricacid', 'Hydroxyaspartic acid', 'N6-Formyl-hydroxyornithine', 'N-Methyl-leucine', 'N-Methyl-Glycine', '2-Hydroxy-3-methyl-pentanoic acid', '4-Hydroxyphenylglycine', 'Salicylic acid', 'Homotyrosine', '2,4-Diaminobutyric acid', 'N-Methyl-alanine', 'Beta-hydroxytyrosine']	1
'Proven expression in natural host' is not one of ['Heterologous expression', 'Knock-out studies', 'Other', 'Enzymatic assays', 'Gene expression correlated with compound production', 'Sequence-based prediction']	24
'Proprionate' is not one of ['Homoproline', 'Hydroxyasparagine', '2,3-Dehydro-2-aminobutyric acid', '2,3-Diaminopropionic acid', '2,3-Dihydroxybenzoic acid', 'N-Methyl-isoleucine', 'Beta-alanine', 'N-Methyl-phenylalanine', 'N-Methyl-valine', 'Phenylalaninol', 'Citrulline', 'Pipecolic acid', '2-Aminobutyricacid', 'N5-Hydroxyornithine', 'N-Methyl-phenylglycine', '2-Hydroxyisovalerate', 'Homoserine', 'Phenylglycine', '2-Amino-adipic-acid', '3,5-Dihydroxy-phenylglycine', '4-Hydroxyproline', 'N-Acetyl-hydroxyornithine', 'N-Methyl-hydroxyphenylglycine', 'Isovaline', 'Putrescine', 'Ornithine', 'Other', 'Hydroxy-cycloornithine', 'Kynurenine', 'Allo-threonine', '2-Aminoisobutyricacid', 'Hydroxyaspartic acid', 'N6-Formyl-hydroxyornithine', 'N-Methyl-leucine', 'N-Methyl-Glycine', '2-Hydroxy-3-methyl-pentanoic acid', '4-Hydroxyphenylglycine', 'Salicylic acid', 'Homotyrosine', '2,4-Diaminobutyric acid', 'N-Methyl-alanine', 'Beta-hydroxytyrosine']	1
'Proline' is not one of ['Homoproline', 'Hydroxyasparagine', '2,3-Dehydro-2-aminobutyric acid', '2,3-Diaminopropionic acid', '2,3-Dihydroxybenzoic acid', 'N-Methyl-isoleucine', 'Beta-alanine', 'N-Methyl-phenylalanine', 'N-Methyl-valine', 'Phenylalaninol', 'Citrulline', 'Pipecolic acid', '2-Aminobutyricacid', 'N5-Hydroxyornithine', 'N-Methyl-phenylglycine', '2-Hydroxyisovalerate', 'Homoserine', 'Phenylglycine', '2-Amino-adipic-acid', '3,5-Dihydroxy-phenylglycine', '4-Hydroxyproline', 'N-Acetyl-hydroxyornithine', 'N-Methyl-hydroxyphenylglycine', 'Isovaline', 'Putrescine', 'Ornithine', 'Other', 'Hydroxy-cycloornithine', 'Kynurenine', 'Allo-threonine', '2-Aminoisobutyricacid', 'Hydroxyaspartic acid', 'N6-Formyl-hydroxyornithine', 'N-Methyl-leucine', 'N-Methyl-Glycine', '2-Hydroxy-3-methyl-pentanoic acid', '4-Hydroxyphenylglycine', 'Salicylic acid', 'Homotyrosine', '2,4-Diaminobutyric acid', 'N-Methyl-alanine', 'Beta-hydroxytyrosine']	2
'Pigment' is not one of ['Cytotoxic', 'Antifungal', 'Inhibitor', 'Unknown', 'Signalling', 'Antioxidant', 'Siderophore', 'Other', 'Surfactant', 'Antibacterial']	2
'Phenylalanine, Tyrosine' is not one of ['Homoproline', 'Hydroxyasparagine', '2,3-Dehydro-2-aminobutyric acid', '2,3-Diaminopropionic acid', '2,3-Dihydroxybenzoic acid', 'N-Methyl-isoleucine', 'Beta-alanine', 'N-Methyl-phenylalanine', 'N-Methyl-valine', 'Phenylalaninol', 'Citrulline', 'Pipecolic acid', '2-Aminobutyricacid', 'N5-Hydroxyornithine', 'N-Methyl-phenylglycine', '2-Hydroxyisovalerate', 'Homoserine', 'Phenylglycine', '2-Amino-adipic-acid', '3,5-Dihydroxy-phenylglycine', '4-Hydroxyproline', 'N-Acetyl-hydroxyornithine', 'N-Methyl-hydroxyphenylglycine', 'Isovaline', 'Putrescine', 'Ornithine', 'Other', 'Hydroxy-cycloornithine', 'Kynurenine', 'Allo-threonine', '2-Aminoisobutyricacid', 'Hydroxyaspartic acid', 'N6-Formyl-hydroxyornithine', 'N-Methyl-leucine', 'N-Methyl-Glycine', '2-Hydroxy-3-methyl-pentanoic acid', '4-Hydroxyphenylglycine', 'Salicylic acid', 'Homotyrosine', '2,4-Diaminobutyric acid', 'N-Methyl-alanine', 'Beta-hydroxytyrosine']	1
'Phenylalanine' is not one of ['Homoproline', 'Hydroxyasparagine', '2,3-Dehydro-2-aminobutyric acid', '2,3-Diaminopropionic acid', '2,3-Dihydroxybenzoic acid', 'N-Methyl-isoleucine', 'Beta-alanine', 'N-Methyl-phenylalanine', 'N-Methyl-valine', 'Phenylalaninol', 'Citrulline', 'Pipecolic acid', '2-Aminobutyricacid', 'N5-Hydroxyornithine', 'N-Methyl-phenylglycine', '2-Hydroxyisovalerate', 'Homoserine', 'Phenylglycine', '2-Amino-adipic-acid', '3,5-Dihydroxy-phenylglycine', '4-Hydroxyproline', 'N-Acetyl-hydroxyornithine', 'N-Methyl-hydroxyphenylglycine', 'Isovaline', 'Putrescine', 'Ornithine', 'Other', 'Hydroxy-cycloornithine', 'Kynurenine', 'Allo-threonine', '2-Aminoisobutyricacid', 'Hydroxyaspartic acid', 'N6-Formyl-hydroxyornithine', 'N-Methyl-leucine', 'N-Methyl-Glycine', '2-Hydroxy-3-methyl-pentanoic acid', '4-Hydroxyphenylglycine', 'Salicylic acid', 'Homotyrosine', '2,4-Diaminobutyric acid', 'N-Methyl-alanine', 'Beta-hydroxytyrosine']	1
'Phenylacetate' is not one of ['Homoproline', 'Hydroxyasparagine', '2,3-Dehydro-2-aminobutyric acid', '2,3-Diaminopropionic acid', '2,3-Dihydroxybenzoic acid', 'N-Methyl-isoleucine', 'Beta-alanine', 'N-Methyl-phenylalanine', 'N-Methyl-valine', 'Phenylalaninol', 'Citrulline', 'Pipecolic acid', '2-Aminobutyricacid', 'N5-Hydroxyornithine', 'N-Methyl-phenylglycine', '2-Hydroxyisovalerate', 'Homoserine', 'Phenylglycine', '2-Amino-adipic-acid', '3,5-Dihydroxy-phenylglycine', '4-Hydroxyproline', 'N-Acetyl-hydroxyornithine', 'N-Methyl-hydroxyphenylglycine', 'Isovaline', 'Putrescine', 'Ornithine', 'Other', 'Hydroxy-cycloornithine', 'Kynurenine', 'Allo-threonine', '2-Aminoisobutyricacid', 'Hydroxyaspartic acid', 'N6-Formyl-hydroxyornithine', 'N-Methyl-leucine', 'N-Methyl-Glycine', '2-Hydroxy-3-methyl-pentanoic acid', '4-Hydroxyphenylglycine', 'Salicylic acid', 'Homotyrosine', '2,4-Diaminobutyric acid', 'N-Methyl-alanine', 'Beta-hydroxytyrosine']	1
'PT' is not one of ['Ketoreductase', 'Dehydratase', 'Enoylreductase', 'CoA-ligase', 'Thiolation (ACP/PCP)', 'Acyltransferase', 'Ketosynthase']	4
'PPTASE' is not one of ['Ketoreductase', 'Dehydratase', 'Enoylreductase', 'CoA-ligase', 'Thiolation (ACP/PCP)', 'Acyltransferase', 'Ketosynthase']	1
'Oxidation' is not one of ['None', 'Amination', 'Beta-branching', 'Methylation', 'Pyran synthase', 'Other', 'Michael branching']	2
'Overexpression' is not one of ['Heterologous expression', 'Knock-out', 'Activity assay', 'Other', 'Other in vivo study', 'Sequence-based prediction']	1
'Other in vivo studies' is not one of ['Heterologous expression', 'Knock-out', 'Activity assay', 'Other', 'Other in vivo study', 'Sequence-based prediction']	1
'Nucleoside' is not one of ['Polyketide', 'NRP', 'RiPP', 'Alkaloid', 'Terpene', 'Other', 'Saccharide']	1
'Norcoronamic acid' is not one of ['Homoproline', 'Hydroxyasparagine', '2,3-Dehydro-2-aminobutyric acid', '2,3-Diaminopropionic acid', '2,3-Dihydroxybenzoic acid', 'N-Methyl-isoleucine', 'Beta-alanine', 'N-Methyl-phenylalanine', 'N-Methyl-valine', 'Phenylalaninol', 'Citrulline', 'Pipecolic acid', '2-Aminobutyricacid', 'N5-Hydroxyornithine', 'N-Methyl-phenylglycine', '2-Hydroxyisovalerate', 'Homoserine', 'Phenylglycine', '2-Amino-adipic-acid', '3,5-Dihydroxy-phenylglycine', '4-Hydroxyproline', 'N-Acetyl-hydroxyornithine', 'N-Methyl-hydroxyphenylglycine', 'Isovaline', 'Putrescine', 'Ornithine', 'Other', 'Hydroxy-cycloornithine', 'Kynurenine', 'Allo-threonine', '2-Aminoisobutyricacid', 'Hydroxyaspartic acid', 'N6-Formyl-hydroxyornithine', 'N-Methyl-leucine', 'N-Methyl-Glycine', '2-Hydroxy-3-methyl-pentanoic acid', '4-Hydroxyphenylglycine', 'Salicylic acid', 'Homotyrosine', '2,4-Diaminobutyric acid', 'N-Methyl-alanine', 'Beta-hydroxytyrosine']	1
'None' is not one of ['[M+2H]2+', '[M+K]+', '[M+H]+', '[M+NH4]+', '[M+H–H2O]+', '[M-H–H2O]-', '[M+X]-', '[M-H]-', 'M+', 'M-', 'Other', '[M+Na]+', '[M+Cl]-', 'Other multiply charged ion']	86
'None' is not one of ['Thiopeptide', 'Bottromycin', 'Head-to-tailcyclized peptide', 'Glycocin', 'Sactipeptide', 'Cyclotide', 'Lanthipeptide', 'Conopeptide', 'Amatoxin/phallotoxin', 'Orbitide', 'Other', 'Linaridin', 'Microviridin', 'Microcin', 'Cyanobactin', 'Proteusin', 'LAP', 'Lassopeptide']	1
'None' is not one of ['Sesterterpene', 'Polyterpene', 'Tetraterpene', 'Hemiterpene', 'Homoterpene (C11)', 'Monoterpene', 'Sesquiterpene', 'Sesquarterpene', 'Triterpene', 'Other', 'Homoterpene (C16)', 'Norisoprenoid', 'Diterpene']	1
'None' is not one of ['Resistance/immunity', 'Tailoring', 'Regulation', 'Unknown', 'Transport', 'Other enzymatic', 'Scaffold biosynthesis', 'Other', 'Precursor biosynthesis', 'Activation / processing']	2
'None' is not one of ['Polyene', 'Anthracycline', 'Polyether', 'Tetracenomycin', 'Angucycline', 'Enediyine', 'Stilbene', 'Macrolide', 'Polyphenol', 'Other', 'Ansamycin', 'Chalcone', 'Benzoisochromanequinone', 'Tetracycline', 'Aryl polyene']	1
'None' is not one of ['Other', 'Sequence-based prediction', 'Activity assay', 'Structure-based inference']	16
'None' is not one of ['Other lipopeptide', 'Glycopeptidolipid', 'Cyclic depsipeptide', 'Pyrrolobenzodiazepine', 'Glycopeptide', 'NRP siderophore', 'Ca+-dependent lipopeptide', 'Uridylpeptide', 'Other', 'Beta-lactam']	3
'None' is not one of ['Malonyl-CoA', 'Benzoyl-CoA', 'Cyclohexylcarbonyl-CoA', 'Acetoacetyl-CoA', 'Propionyl-CoA', '3,5-AHBA-CoA', 'Methylmalonyl-CoA', 'Aminomalonyl-CoA', '3-Methylbutyryl-CoA', 'p-Aminobenzoate', 'Butyryl-ACP', 'Hexanoyl-ACP', '3-Amino-2-Methylpropionate', 'Isobutyryl-CoA', 'Ethylmalonyl-CoA', 'Hydroxymalonyl-CoA', 'Mycolate', 'Glycolate', 'Methoxymalonyl-CoA', 'Unknown', 'p-Coumaroyl-CoA', 'Other', 'Acetyl-CoA', 'Malonamyl-CoA', 'Trans-cyclopentane-(1R,2R)-dicarboxylic acid', '2-Methylbutyryl-CoA', 'p-Nitrobenzoate']	5
'None' is not one of ['Isotope labeling', 'Feeding study', 'Activity assay', 'Other', 'Sequence-based prediction', 'Structure-based inference']	8
'None' is not one of ['Hydrolysis', 'Macrothiolactonization', 'Unknown', 'Reductive release', 'Macrolactamization', 'Other', 'Macrolactonization']	18
'None' is not one of ['Hydrolysis', 'Claisen condensation', 'Macrothiolactonization', 'Unknown', 'Macrolactamization', 'Reductive release', 'Other', 'Macrolactonization']	7
'None' is not one of ['Hopanoid', 'Quinone', 'Tocopherol', 'Gibberellin', 'Carotenoid', 'Sterol', 'Dolichol', 'Other']	2
'None' is not one of ['Heterologous expression', 'Knock-out', 'Activity assay', 'Other', 'Other in vivo study', 'Sequence-based prediction']	5
'None' is not one of ['Glucosinate', 'Fatty acid', 'Phosphonate', 'Phosphoglycolipid', 'Cyclitol', 'Non-NRP siderophore', 'Shikimate-derived', 'Amino acid-derived', 'Butyrolactone', 'Aminocoumarin', 'Ectoine', 'Furan', 'Homoserine lactone', 'Melanin', 'Phenazine', 'Other', 'Non-NRP beta-lactam', 'tRNA-derived', 'Nucleoside']	17
'None' is not one of ['Ether', 'Thioether', 'Lactone', 'Lactam', 'Other']	2
'None' is not one of ['Dual', 'LCL', 'Ester bond-forming', 'DCL', 'Unknown', 'Heterocyclization', 'Starter', 'Other']	5
'None' is not one of ['Decarboxylation', 'Halogenation', 'Hydrolysis', 'Glycosylation', 'Epimerization', 'Heterocyclization', 'Dioxygenation', 'Phosphorylation', 'Acylation', 'Oxidation', 'Deamination', 'Sulfation', 'Acetylation', 'Monooxygenation', 'Dehydration', 'Reduction', 'Unknown', 'Other', 'Hydroxylation', 'Carboxylation', 'Demethylation', 'Amination', 'Deoxygenation', 'Methylation', 'Prenylation']	2
'None' is not one of ['DMAPP', 'IPP', 'GFPP', 'GGPP', 'FPP', 'UPP', 'NPP', 'Other', 'GPP']	1
'None' is not one of ['D-arabinose', 'D-desosamine', 'Kedarosamine', 'D-digitoxose', '4-N,N-dimethylamino-4-deoxy-5-C-methyl-l-rhamnose', 'D-galactose', 'L-digitoxose', 'L-nogalose', '3-methoxy-D-mannose', 'D-chalcose', 'D-angolosamine', 'D-glucose', 'D-glucosamine', '6-deoxy-3-C-methyl-L-mannose', '3-O-carbamoyl-4-O-methyl-L-noviose', 'N-5-acetylneuraminic acid', '3-O-methyl-rhamnose', '3-O-carbamoyl-L-noviose', 'Other', 'L-cladinose', 'L-noviose', '2-deoxy-L-fucose', 'L-rhodosamine ', '2-O-methyl-L-rhamnose', 'D-fucofuranose', 'D-3-N-methyl-4-O-methyl-L-ristosamine', 'L-daunosamine ', '3,4-O-dimethyl-L-rhamnose', 'L-boivinose', '4,6-dideoxy-4-hydroxylamino-D-glucose', 'Namenamicin sugar C', 'Nogalamine', '2,4-O-dimethyl-L-rhamnose', 'L-rhamnose', "3-(5'-methyl-2'-pyrrolylcarbonyl-)4-O-methyl-L-noviose", 'L-cinerulose A', '4-O-methyl-L-rhodinose', '3-N,N-dimethyl-L-eremosamine', 'Chromose D (4-O-acetyl-beta-D-oliose)', 'D-mannose', 'L-quinovose', 'N,N-dimethyl-L-pyrrolosamine', 'D-quinovose', 'O-methyl-L-amicetose', 'L-fucose', '4-O-carbamoyl-D-olivose', 'Olivomycose (L-chromose B)', 'D-rhamnose', '3-epi-L-vancosamine', 'L-cinerulose B', 'D-fucose', '2,3-O-dimethyl-L-rhamnose', '3-O-methyl-L-olivose/L-oleandrose', 'L-ristosamine', '4-oxo-L-vancosamine', 'Multiple (promiscuous)', 'Rednose', '4-deoxy-4-methylthio-a-D-digitoxose ', '3-N,N-dimethyl-D-mycosamine', 'Olivomose', 'L-acosamine', 'D-galacturonic acid', '4-deoxy-4-thio-D-digitoxose ', '4-O-acetyl-L-arcanose', 'D-forosamine', 'Ketodeoxyoctonic acid', '2,3,4-tri-O-methylrhamnose', 'N-acetyl-D-glucosamine', '6-methoxy-D-glucose', '4-N-ethyl-4-amino-3-O-methoxy-2,4,5-trideoxypentose', 'D-mycosamine', 'L-actinosamine', 'L-megosamine', 'L-vancosamine', 'D-mycarose', 'N-acetyl-D-galactose', 'D-olivose ', 'L-rhodinose', 'L-vicenisamine', 'L-aculose', 'Unknown', "2'-N-methyl-D-fucosamine", '3-N-acetyl-4-O-acetyl-D-ravidosamine', 'D-ravidosamine', 'D-oliose', '3-N-acetyl-D-ravidosamine', '2-thioglucose', 'D-digitalose', 'Glucuronic acid', '4-O-acetyl-D-ravidosamine']	2
'N/AKnock-out' is not one of ['Heterologous expression', 'Knock-out', 'Activity assay', 'Other', 'Other in vivo study', 'Sequence-based prediction']	1
'N/A' is not one of ['None', 'Malonyl-CoA', 'Benzoyl-CoA', 'Acetoacetyl-CoA', 'Propionyl-CoA', '3,5-AHBA-CoA', 'Aminomalonyl-CoA', 'Methylmalonyl-CoA', '3-Methylbutyryl-CoA', 'p-Aminobenzoate', 'Butyryl-ACP', 'Hexanoyl-ACP', '3-Amino-2-Methylpropionate', 'Isobutyryl-CoA', 'Trans-cyclopentane-(1R, 2R)-dicarboxylic acid', 'Ethylmalonyl-CoA', 'Hydroxymalonyl-CoA', 'Multiple (promiscuous)', 'Mycolate', 'Glycolate', 'Methoxymalonyl-CoA', 'Unknown', 'p-Coumaroyl-CoA', 'Other', 'Cyclohexylcarbonyl-CoA ', 'Acetyl-CoA', 'Malonamyl-CoA', '2-Methylbutyryl-CoA', 'p-Nitrobenzoate']	1
'N/A' is not one of ['Heterologous expression', 'Knock-out', 'Activity assay', 'Other', 'Other in vivo study', 'Sequence-based prediction']	63
'N/A' is not one of ['Dual', 'LCL', 'Ester bond-forming', 'DCL', 'Unknown', 'Heterocyclization', 'Starter', 'Other']	60
'N-methylglycine' is not one of ['Homoproline', 'Hydroxyasparagine', '2,3-Dehydro-2-aminobutyric acid', '2,3-Diaminopropionic acid', '2,3-Dihydroxybenzoic acid', 'N-Methyl-isoleucine', 'Beta-alanine', 'N-Methyl-phenylalanine', 'N-Methyl-valine', 'Phenylalaninol', 'Citrulline', 'Pipecolic acid', '2-Aminobutyricacid', 'N5-Hydroxyornithine', 'N-Methyl-phenylglycine', '2-Hydroxyisovalerate', 'Homoserine', 'Phenylglycine', '2-Amino-adipic-acid', '3,5-Dihydroxy-phenylglycine', '4-Hydroxyproline', 'N-Acetyl-hydroxyornithine', 'N-Methyl-hydroxyphenylglycine', 'Isovaline', 'Putrescine', 'Ornithine', 'Other', 'Hydroxy-cycloornithine', 'Kynurenine', 'Allo-threonine', '2-Aminoisobutyricacid', 'Hydroxyaspartic acid', 'N6-Formyl-hydroxyornithine', 'N-Methyl-leucine', 'N-Methyl-Glycine', '2-Hydroxy-3-methyl-pentanoic acid', '4-Hydroxyphenylglycine', 'Salicylic acid', 'Homotyrosine', '2,4-Diaminobutyric acid', 'N-Methyl-alanine', 'Beta-hydroxytyrosine']	1
'N-methyl-threonine' is not one of ['Homoproline', 'Hydroxyasparagine', '2,3-Dehydro-2-aminobutyric acid', '2,3-Diaminopropionic acid', '2,3-Dihydroxybenzoic acid', 'N-Methyl-isoleucine', 'Beta-alanine', 'N-Methyl-phenylalanine', 'N-Methyl-valine', 'Phenylalaninol', 'Citrulline', 'Pipecolic acid', '2-Aminobutyricacid', 'N5-Hydroxyornithine', 'N-Methyl-phenylglycine', '2-Hydroxyisovalerate', 'Homoserine', 'Phenylglycine', '2-Amino-adipic-acid', '3,5-Dihydroxy-phenylglycine', '4-Hydroxyproline', 'N-Acetyl-hydroxyornithine', 'N-Methyl-hydroxyphenylglycine', 'Isovaline', 'Putrescine', 'Ornithine', 'Other', 'Hydroxy-cycloornithine', 'Kynurenine', 'Allo-threonine', '2-Aminoisobutyricacid', 'Hydroxyaspartic acid', 'N6-Formyl-hydroxyornithine', 'N-Methyl-leucine', 'N-Methyl-Glycine', '2-Hydroxy-3-methyl-pentanoic acid', '4-Hydroxyphenylglycine', 'Salicylic acid', 'Homotyrosine', '2,4-Diaminobutyric acid', 'N-Methyl-alanine', 'Beta-hydroxytyrosine']	1
'Molecular ion' is not one of ['[M+2H]2+', '[M+K]+', '[M+H]+', '[M+NH4]+', '[M+H–H2O]+', '[M-H–H2O]-', '[M+X]-', '[M-H]-', 'M+', 'M-', 'Other', '[M+Na]+', '[M+Cl]-', 'Other multiply charged ion']	6
'Modular Type I' is not one of ['Iterative type I', 'Trans-AT type I', 'Enediyne type I', 'PUFA synthase or related', 'Modular type I', 'Type II', 'Type III', 'Other']	108
'Methylmalonyl-CoA/Methylmalonyl-CoA' is not one of ['None', 'Malonyl-CoA', 'Benzoyl-CoA', 'Acetoacetyl-CoA', 'Propionyl-CoA', '3,5-AHBA-CoA', 'Aminomalonyl-CoA', 'Methylmalonyl-CoA', '3-Methylbutyryl-CoA', 'p-Aminobenzoate', 'Butyryl-ACP', 'Hexanoyl-ACP', '3-Amino-2-Methylpropionate', 'Isobutyryl-CoA', 'Trans-cyclopentane-(1R, 2R)-dicarboxylic acid', 'Ethylmalonyl-CoA', 'Hydroxymalonyl-CoA', 'Multiple (promiscuous)', 'Mycolate', 'Glycolate', 'Methoxymalonyl-CoA', 'Unknown', 'p-Coumaroyl-CoA', 'Other', 'Cyclohexylcarbonyl-CoA ', 'Acetyl-CoA', 'Malonamyl-CoA', '2-Methylbutyryl-CoA', 'p-Nitrobenzoate']	1
